#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F7.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	likelihood	(E9.6)	Highest detection log likelihood across all stacked observations and energy bands	(master_source.likelihood)	[""]	[]
#Column	pileup_flag	(A5)	ACIS pile-up fraction exceeds ~ 10% in all observations; source properties may be affected	(master_source.pileup_flag)	[""]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	powlaw_nh	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum	(master_source.powlaw_nh)	["10^20/cm^2"]	[]
#Column	powlaw_nh_lolim	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum (68% lower confidence limit)	(master_source.powlaw_nh_lolim)	["10^20/cm^2"]	[]
#Column	powlaw_nh_hilim	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum (68% upper confidence limit)	(master_source.powlaw_nh_hilim)	["10^20/cm^2"]	[]
#Column	nh_gal	(G9.4)	Galactic N_H column density in direction of source	(master_source.nh_gal)	["10^20/cm^2"]	[]
name	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	likelihood	pileup_flag	significance	powlaw_nh	powlaw_nh_lolim	powlaw_nh_hilim	nh_gal
 2CXO J231812.8+004055	 23 18 12.83	+00 40 55.46	 80.27317	-54.28035	   0.88	     0.73	      3.9	2.024756e+02	FALSE	     8.64	    58.80	    31.67	    159.2	    4.030
 2CXO J231739.9+002737	 23 17 39.91	+00 27 37.40	 79.85578	-54.37371	   2.92	     1.75	    129.6	4.990658e+02	FALSE	     8.53	    36.32	    14.72	    91.96	    4.020
 2CXO J231843.5+004525	 23 18 43.52	+00 45 25.30	 80.52543	-54.29742	   0.78	     0.57	     43.0	9.182126e+02	FALSE	    18.22	    7.936	    6.940	    23.56	    4.040
 2CXO J231855.9+003819	 23 18 55.97	+00 38 19.18	 80.47461	-54.42322	   0.49	     0.42	     35.2	7.244243e+02	FALSE	    13.46	    42.51	    12.17	    99.20	    4.040
 2CXO J231756.9+002424	 23 17 56.93	+00 24 24.21	 79.89658	-54.45945	   1.85	     1.22	    125.2	3.692781e+02	FALSE	     8.26	    28.25	    13.25	    73.10	    4.030
 2CXO J232005.7+003629	 23 20 05.78	+00 36 29.91	 80.84469	-54.62166	   0.31	     0.30	    147.3	2.511387e+03	FALSE	    21.07	    7.057	    4.450	    18.81	    4.050
 2CXO J231836.6+003921	 23 18 36.65	+00 39 21.43	 80.38198	-54.36098	   0.35	     0.32	     43.2	3.748169e+02	FALSE	     9.57	    14.93	    13.09	    45.11	    4.040
 2CXO J231752.1+002338	 23 17 52.14	+00 23 38.38	 79.85599	-54.45742	   5.63	     4.50	    126.1	6.935447e+01	FALSE	     5.92	    28.94	    23.36	    98.79	    4.030
 2CXO J231753.1+002655	 23 17 53.11	+00 26 55.62	 79.91871	-54.41635	   6.05	     4.65	    123.7	4.694128e+01	FALSE	     5.91	    37.27	    31.24	    111.8	    4.030
 2CXO J231843.3+003313	 23 18 43.34	+00 33 13.18	 80.31439	-54.45944	   0.37	     0.31	     89.5	6.275361e+02	FALSE	    12.18	    8.870	    8.683	    27.46	    4.040
 2CXO J231820.3+003129	 23 18 20.34	+00 31 29.68	 80.15314	-54.42452	   0.33	     0.32	    115.2	1.632765e+03	FALSE	    18.74	    109.8	    17.01	    222.5	    4.030
 2CXO J231734.6+002520	 23 17 34.62	+00 25 20.33	 79.78598	-54.39053	   7.42	     3.96	    149.6	1.149753e+02	FALSE	     8.39	    111.4	    22.75	    234.5	    4.020
 2CXO J232006.7+003926	 23 20 06.73	+00 39 26.57	 80.90068	-54.58462	   0.38	     0.32	    153.5	2.192666e+03	FALSE	    18.64	    23.35	    6.484	    53.62	    4.050
 2CXO J231822.0+003126	 23 18 22.05	+00 31 26.57	 80.16197	-54.42950	   0.46	     0.39	    133.5	2.560354e+02	FALSE	     8.61	    32.57	    12.89	    79.91	    4.030
 2CXO J231805.7+005256	 23 18 05.77	+00 52 56.66	 80.43924	-54.10271	   5.23	     3.89	     52.7	1.446108e+02	FALSE	     8.37	    37.16	    17.32	    96.38	    4.120
 2CXO J231849.3+003925	 23 18 49.33	+00 39 25.02	 80.45548	-54.39196	   0.52	     0.40	     31.0	3.926099e+02	FALSE	    10.57	    118.5	    43.55	    293.3	    4.040
 2CXO J231929.4+003557	 23 19 29.40	+00 35 57.95	 80.62591	-54.53817	   1.39	     1.16	     59.8	3.081799e+03	FALSE	    30.12	    8.736	    3.556	    21.21	    4.050
 2CXO J231903.6+004009	 23 19 03.68	+00 40 09.09	 80.55024	-54.41808	   0.78	     0.48	     64.6	4.203713e+02	FALSE	     9.98	    195.1	    56.33	    463.9	    4.040
 2CXO J231746.6+002455	 23 17 46.63	+00 24 55.31	 79.84699	-54.42650	   3.78	     1.70	    108.1	2.785661e+02	FALSE	     9.38	    11.58	    9.559	    34.45	    4.030
 2CXO J111437.9+403300	 11 14 37.94	+40 33 00.21	172.80299	 65.95874	   0.41	     0.34	     70.2	1.511729e+03	FALSE	    15.29	    44.33	    11.36	    102.1	    1.920
 2CXO J111438.1+403816	 11 14 38.11	+40 38 16.50	172.60956	 65.92001	   0.31	     0.30	      1.8	8.730811e+02	FALSE	    11.40	    8.882	    6.598	    24.98	    1.920
 2CXO J153234.7+302451	 15 32 34.75	+30 24 51.89	 48.04426	 54.71886	   0.81	     0.62	     55.1	3.340523e+02	FALSE	    10.24	    17.50	    10.80	    47.93	    2.150
 2CXO J153352.3+302139	 15 33 52.39	+30 21 39.49	 47.99455	 54.43619	   2.54	     1.46	    117.9	1.619054e+02	FALSE	     7.99	    20.59	    13.40	    58.20	    2.180
 2CXO J153235.2+301853	 15 32 35.21	+30 18 53.73	 47.87293	 54.70856	   0.51	     0.44	     35.1	5.497282e+02	FALSE	    12.09	    15.72	    9.828	    42.76	    2.150
 2CXO J153202.2+301627	 15 32 02.22	+30 16 27.82	 47.78480	 54.82319	   0.93	     0.69	     64.8	2.124097e+03	FALSE	    26.18	    16.69	    4.193	    37.83	    2.140
 2CXO J153417.7+302038	 15 34 17.79	+30 20 38.64	 47.97973	 54.34371	   5.08	     3.87	    121.7	5.590712e+01	FALSE	     4.11	    38.14	    29.45	    124.7	    2.200
 2CXO J153348.4+301631	 15 33 48.46	+30 16 31.96	 47.84607	 54.44255	   3.07	     2.08	    151.1	9.242950e+01	FALSE	     7.47	    44.15	    18.31	    112.2	    2.180
 2CXO J101621.2-585711	 10 16 21.26	-58 57 11.37	284.07938	 -1.87959	   0.32	     0.32	      0.0	3.484274e+02	FALSE	    11.16	    41.91	    13.54	    100.3	    150.5
 2CXO J101809.9-584140	 10 18 09.98	-58 41 40.66	284.13107	 -1.53440	   5.89	     3.41	     45.1	1.154242e+02	FALSE	     5.00	    63.49	    43.37	    199.6	    159.9
 2CXO J101855.6-585645	 10 18 55.60	-58 56 45.92	284.35182	 -1.69004	   0.29	     0.29	     91.2	2.256666e+04	FALSE	    60.95	    81.50	    6.766	    170.1	    152.0
 2CXO J101852.8-585309	 10 18 52.83	-58 53 09.78	284.31382	 -1.64317	   0.35	     0.35	    173.0	6.838256e+02	FALSE	    12.07	    13.68	    10.61	    39.15	    153.9
 2CXO J102022.5-585457	 10 20 22.53	-58 54 57.64	284.49183	 -1.56253	   1.63	     0.85	     96.6	1.923729e+02	FALSE	     9.48	    134.0	    56.93	    340.6	    153.3
 2CXO J101907.0-585811	 10 19 07.09	-58 58 11.61	284.38554	 -1.69637	   0.31	     0.30	    162.1	8.116519e+02	FALSE	    11.90	    276.9	    76.59	    642.7	    151.3
 2CXO J101812.9-585930	 10 18 12.92	-58 59 30.54	284.30047	 -1.77871	   0.31	     0.30	    175.2	7.509353e+03	FALSE	    35.62	    160.5	    16.24	    338.7	    150.3
 2CXO J104356.8+114220	 10 43 56.80	+11 42 20.74	233.94486	 56.36589	   0.30	     0.29	    138.7	8.167120e+02	FALSE	    13.22	    34.97	    7.692	    78.55	    2.850
 2CXO J104415.1+115450	 10 44 15.15	+11 54 50.43	233.69619	 56.53933	   0.96	     0.84	    176.8	1.068290e+03	FALSE	    20.73	    4.134	    3.449	    11.90	    2.860
 2CXO J104359.5+114207	 10 43 59.52	+11 42 07.12	233.96127	 56.37331	   0.29	     0.29	    167.8	1.438779e+03	FALSE	    14.96	    8.481	    5.312	    22.71	    2.850
 2CXO J104350.9+113315	 10 43 50.99	+11 33 15.47	234.15365	 56.26541	   0.91	     0.65	     54.1	3.459315e+02	FALSE	    11.59	    13.75	    9.324	    38.16	    2.840
 2CXO J104357.6+114207	 10 43 57.61	+11 42 07.42	233.95368	 56.36673	   0.31	     0.31	    145.9	1.087072e+02	FALSE	    12.31	    51.26	    14.93	    120.7	    2.850
 2CXO J104335.9+115129	 10 43 35.96	+11 51 29.99	233.62984	 56.37413	   0.61	     0.51	    124.5	1.672845e+03	FALSE	    25.15	    51.23	    9.409	    112.9	    2.850
 2CXO J104321.4+112533	 10 43 21.43	+11 25 33.82	234.23315	 56.09496	   8.02	     6.12	     84.4	4.176614e+01	FALSE	     9.31	    108.1	    83.33	    231.0	    2.830
 2CXO J104352.8+114223	 10 43 52.86	+11 42 23.97	233.92812	 56.35271	   0.30	     0.30	    142.0	1.232848e+03	FALSE	    15.12	    52.39	    10.67	    116.8	    2.850
 2CXO J132013.1+330436	 13 20 13.16	+33 04 36.44	 78.38955	 81.39467	   0.39	     0.35	      1.3	1.013431e+03	FALSE	    14.65	    10.59	    6.471	    28.40	    1.060
 2CXO J011948.2+032318	 01 19 48.30	+03 23 18.16	136.66476	-58.72496	   0.31	     0.30	    174.2	9.979029e+02	FALSE	    12.98	    25.09	    7.450	    58.43	    3.090
 2CXO J011912.7+033616	 01 19 12.74	+03 36 16.58	136.30016	-58.54439	   5.33	     4.21	     78.3	4.409099e+01	FALSE	     8.34	    32.38	    31.34	    105.0	    3.110
 2CXO J011942.7+032422	 01 19 42.76	+03 24 22.28	136.61417	-58.71241	   0.29	     0.29	      2.2	3.133449e+03	FALSE	    21.70	    10.71	    4.034	    25.71	    3.090
 2CXO J111238.1+132244	 11 12 38.10	+13 22 44.87	238.79521	 63.14143	   0.32	     0.30	      2.5	5.185835e+03	FALSE	    33.04	    24.74	    12.20	    63.93	    1.630
 2CXO J111255.5+133206	 11 12 55.59	+13 32 06.17	238.59911	 63.28813	   0.36	     0.32	      7.5	1.741802e+03	FALSE	    18.51	    5.703	    5.578	    17.49	    1.650
 2CXO J111217.9+132106	 11 12 17.92	+13 21 06.86	238.74210	 63.05861	   0.75	     0.51	     87.1	8.502906e+02	FALSE	    14.68	    29.20	    12.72	    73.53	    1.590
 2CXO J132959.8-020456	 13 29 59.80	-02 04 56.54	322.09317	 59.34730	   0.31	     0.30	    169.6	2.306579e+03	FALSE	    18.05	    31.40	    8.534	    72.50	    2.400
 2CXO J154212.3-522519	 15 42 12.33	-52 25 19.87	327.37544	  2.15181	   0.34	     0.32	    160.8	8.523965e+02	FALSE	    11.64	    24.00	    8.552	    57.79	    94.00
 2CXO J154234.1-523219	 15 42 34.20	-52 32 19.26	327.34923	  2.02545	   1.08	     0.92	    120.4	5.774729e+02	FALSE	    12.98	    53.19	    17.34	    127.0	    99.02
 2CXO J154204.9-522400	 15 42 04.91	-52 24 00.34	327.37375	  2.18080	   0.31	     0.30	     15.5	2.286090e+03	FALSE	    17.43	    51.39	    9.065	    114.0	    92.82
 2CXO J154305.5-522709	 15 43 05.51	-52 27 09.36	327.46463	  2.04585	   0.45	     0.37	    135.9	3.077179e+03	FALSE	    23.55	    24.14	    6.282	    55.47	    98.63
 2CXO J154205.6-520836	 15 42 05.66	-52 08 36.50	327.53030	  2.38424	   3.11	     2.21	     62.5	8.107500e+02	FALSE	    17.34	    28.71	    6.163	    64.32	    85.00
 2CXO J150946.7+570000	 15 09 46.73	+57 00 00.54	 93.22948	 51.39653	   0.39	     0.32	     72.3	6.192642e+02	FALSE	    10.82	    755.4	    241.9	     1838	    1.450
 2CXO J151002.9+570243	 15 10 02.92	+57 02 43.45	 93.25369	 51.34025	   0.29	     0.29	      0.0	2.418317e+04	FALSE	    60.32	    4.757	    1.238	    10.78	    1.460
 2CXO J151010.3+570609	 15 10 10.35	+57 06 09.22	 93.31196	 51.29309	   0.44	     0.38	    174.4	6.643533e+02	FALSE	    11.60	    96.78	    28.71	    234.2	    1.480
 2CXO J150935.8+565922	 15 09 35.88	+56 59 22.82	 93.23908	 51.42263	   0.37	     0.32	     87.1	1.062309e+03	FALSE	    14.88	    23.45	    7.335	    55.13	    1.450
 2CXO J150949.5+570000	 15 09 49.60	+57 00 00.21	 93.22324	 51.39131	   0.32	     0.31	     65.6	3.091773e+03	FALSE	    21.68	    14.69	    4.622	    34.37	    1.450
 2CXO J150833.2+571108	 15 08 33.25	+57 11 08.48	 93.62703	 51.42110	   3.57	     2.93	    124.7	1.207813e+02	FALSE	     7.72	    30.28	    16.27	    83.29	    1.480
 2CXO J150940.7+571811	 15 09 40.79	+57 18 11.45	 93.63384	 51.22883	   1.36	     0.95	    168.3	7.537010e+03	FALSE	    45.02	    3.468	    2.084	    9.083	    1.530
 2CXO J150953.7+570048	 15 09 53.76	+57 00 48.18	 93.23165	 51.37584	   0.30	     0.29	     70.0	1.369983e+03	FALSE	    14.66	    6.938	    5.493	    19.81	    1.450
 2CXO J145634.6+221514	 14 56 34.66	+22 15 14.15	 30.11994	 61.23657	   0.43	     0.38	     42.8	1.895755e+03	FALSE	    19.04	    22.93	    7.384	    54.02	    3.160
 2CXO J145637.8+221450	 14 56 37.85	+22 14 50.28	 30.11382	 61.22292	   0.56	     0.44	     13.8	6.111800e+02	FALSE	    12.19	    20.51	    10.70	    53.59	    3.160
 2CXO J145715.0+222033	 14 57 15.06	+22 20 33.09	 30.38598	 61.11146	   0.39	     0.35	     25.2	9.581760e+03	FALSE	    87.75	    15.22	    1.145	    31.61	    3.220
 2CXO J145808.1+220814	 14 58 08.13	+22 08 14.33	 30.09711	 60.85776	   5.41	     3.50	      6.4	9.455239e+01	FALSE	     4.67	    41.70	    40.08	    195.8	    3.260
 2CXO J145712.3+221257	 14 57 12.40	+22 12 57.33	 30.12841	 61.08622	   0.37	     0.34	     17.4	2.852630e+03	FALSE	    21.14	    29.55	    6.313	    66.05	    3.210
 2CXO J145624.5+222057	 14 56 24.59	+22 20 57.31	 30.28809	 61.30030	   1.12	     0.86	     92.6	3.761898e+02	FALSE	    11.29	    21.43	    17.12	    63.21	    3.160
 2CXO J145714.8+222024	 14 57 14.86	+22 20 24.78	 30.38093	 61.11159	   0.32	     0.32	      0.0	1.880858e+02	FALSE	    31.23	    12.30	    3.386	    28.17	    3.220
 2CXO J145634.8+221702	 14 56 34.81	+22 17 02.09	 30.18013	 61.24437	   0.61	     0.40	     85.9	1.062600e+03	FALSE	    15.58	    19.53	    9.772	    50.00	    3.160
 2CXO J145717.6+221206	 14 57 17.68	+22 12 06.00	 30.11187	 61.06268	   0.37	     0.35	     55.1	1.083170e+03	FALSE	    14.55	    12.24	    7.668	    33.08	    3.210
 2CXO J145648.9+222402	 14 56 48.91	+22 24 02.46	 30.44450	 61.22436	   0.53	     0.46	    114.9	1.125960e+03	FALSE	    16.19	    10.06	    6.814	    27.68	    3.200
 2CXO J145657.2+221309	 14 56 57.25	+22 13 09.62	 30.10141	 61.14328	   0.32	     0.30	     40.6	2.266045e+03	FALSE	    18.49	    8.600	    5.253	    22.89	    3.190
 2CXO J145712.3+221446	 14 57 12.38	+22 14 46.44	 30.18859	 61.09472	   0.30	     0.29	      2.4	3.285027e+03	FALSE	    22.73	    24.92	    7.200	    59.62	    3.210
 2CXO J231157.3-215749	 23 11 57.32	-21 57 49.94	 40.35163	-66.83755	   3.23	     2.40	    167.2	1.718553e+02	FALSE	     9.58	    236.7	    89.28	    596.2	    2.050
 2CXO J231135.7-214446	 23 11 35.78	-21 44 46.53	 40.81017	-66.69069	   0.31	     0.31	      0.0	4.481148e+02	FALSE	    17.23	    48.75	    8.813	    108.6	    2.080
 2CXO J231144.8-214027	 23 11 44.87	-21 40 27.58	 41.01079	-66.70132	   0.31	     0.30	     34.6	3.593509e+03	FALSE	    23.12	    54.67	    5.365	    115.2	    2.080
 2CXO J231154.1-214644	 23 11 54.13	-21 46 44.82	 40.78772	-66.76841	   0.34	     0.32	    125.0	1.407955e+03	FALSE	    15.44	    37.96	    7.571	    84.31	    2.070
 2CXO J231301.9-213446	 23 13 01.96	-21 34 46.03	 41.48224	-66.95380	   0.39	     0.31	     90.0	5.139389e+03	FALSE	    29.50	    289.0	    30.89	    611.6	    2.050
 2CXO J101214.8-011539	 10 12 14.83	-01 15 39.58	242.95724	 42.34442	   1.59	     1.16	    152.9	7.689766e+02	FALSE	    14.64	    36.07	    8.967	    82.71	    3.730
 2CXO J101235.6-010823	 10 12 35.69	-01 08 23.62	242.90578	 42.48857	   0.31	     0.30	    140.4	1.423720e+03	FALSE	    14.02	    11.90	    6.088	    30.45	    3.750
 2CXO J101317.1-011057	 10 13 17.18	-01 10 57.91	243.10015	 42.59437	   0.63	     0.57	    147.8	2.297148e+03	FALSE	    21.99	    5.386	    4.521	    15.67	    3.850
 2CXO J100818.7+114625	 10 08 18.79	+11 46 25.75	226.67706	 48.83106	   0.40	     0.39	     50.3	1.584511e+03	FALSE	    18.05	    7.396	    6.686	    22.23	    3.660
 2CXO J100819.6+114235	 10 08 19.65	+11 42 35.48	226.76533	 48.80412	   0.40	     0.33	     73.6	8.042367e+02	FALSE	    11.31	    12.18	    6.467	    31.43	    3.650
 2CXO J114405.3+195602	 11 44 05.38	+19 56 02.03	234.35882	 72.99145	   0.33	     0.30	     99.9	8.791226e+02	FALSE	    12.75	    10.46	    7.081	    28.82	    2.280
 2CXO J114412.8+201318	 11 44 12.88	+20 13 18.48	233.53120	 73.15169	   6.42	     4.71	     69.2	5.010523e+01	FALSE	     6.12	    66.65	    34.17	    203.8	    2.290
 2CXO J114405.1+200138	 11 44 05.19	+20 01 38.46	234.07539	 73.03477	   0.44	     0.34	     67.9	1.102599e+03	FALSE	    15.38	    9.986	    5.653	    26.16	    2.280
 2CXO J114436.6+193831	 11 44 36.60	+19 38 31.02	235.43425	 72.95864	   0.77	     0.56	    102.6	3.861744e+02	FALSE	    12.10	    11.66	    6.284	    30.37	    2.380
 2CXO J114359.4+195631	 11 43 59.47	+19 56 31.79	234.29657	 72.97494	   0.30	     0.30	    113.2	9.092974e+02	FALSE	    12.10	    8.002	    6.892	    23.56	    2.270
 2CXO J114356.4+195340	 11 43 56.42	+19 53 40.60	234.42030	 72.94195	   0.32	     0.32	      0.0	1.051321e+03	FALSE	    17.48	    85.01	    14.84	    186.5	    2.270
 2CXO J114356.8+195649	 11 43 56.89	+19 56 49.43	234.26558	 72.96837	   0.29	     0.29	     87.0	1.065158e+04	FALSE	    37.16	    2.818	    1.999	    7.698	    2.260
 2CXO J114505.0+193622	 11 45 05.03	+19 36 22.77	235.72729	 73.03850	   0.29	     0.29	     87.8	4.632322e+04	FALSE	    85.89	    2.656	   0.8563	    6.182	    2.450
 2CXO J114457.8+195301	 11 44 57.84	+19 53 01.01	234.84639	 73.14832	   1.39	     0.94	     75.5	1.634424e+02	FALSE	     7.28	    31.13	    18.70	    87.23	    2.400
 2CXO J130006.4+595509	 13 00 06.47	+59 55 09.12	120.92785	 57.17530	   0.70	     0.40	    179.7	7.200625e+02	FALSE	    13.47	    9.344	    9.093	    28.86	    1.380
 2CXO J130032.9+595944	 13 00 32.99	+59 59 44.33	120.83506	 57.09549	   0.45	     0.39	    161.3	3.784589e+02	FALSE	     8.93	    111.1	    37.36	    265.0	    1.380
 2CXO J205424.4+322036	 20 54 24.50	+32 20 36.64	 75.76004	 -8.07186	   0.41	     0.38	    152.7	7.993189e+01	FALSE	     9.46	    47.92	    14.92	    115.3	    17.94
 2CXO J205607.9+315628	 20 56 07.93	+31 56 28.62	 75.68117	 -8.60931	   0.31	     0.30	      4.0	6.592574e+02	FALSE	    12.09	    24.61	    8.049	    58.43	    17.57
 2CXO J205615.6+315755	 20 56 15.63	+31 57 55.29	 75.71748	 -8.61491	   0.31	     0.30	    151.1	1.742992e+03	FALSE	    19.43	    55.25	    11.63	    123.3	    17.59
 2CXO J205358.4+322111	 20 53 58.46	+32 21 11.75	 75.70892	 -7.99483	   1.42	     1.09	     32.6	2.536665e+02	FALSE	     8.76	    70.42	    25.47	    170.9	    18.00
 2CXO J205557.6+315347	 20 55 57.68	+31 53 47.60	 75.62295	 -8.60991	   0.33	     0.30	     49.1	6.130689e+02	FALSE	    14.55	    32.62	    7.440	    73.52	    17.52
 2CXO J205452.6+321411	 20 54 52.67	+32 14 11.78	 75.74034	 -8.21642	   0.31	     0.30	    154.4	1.335525e+03	FALSE	    19.94	    12.24	    5.275	    30.22	    17.88
 2CXO J205422.2+321655	 20 54 22.23	+32 16 55.08	 75.70689	 -8.10476	   0.30	     0.30	     73.5	4.133258e+02	FALSE	    11.03	    26.64	    7.701	    62.19	    17.94
 2CXO J205544.9+320232	 20 55 44.96	+32 02 32.08	 75.70749	 -8.48240	   2.43	     1.58	     88.7	1.227006e+02	FALSE	     7.15	    29.05	    16.03	    78.78	    17.70
 2CXO J205537.3+320843	 20 55 37.35	+32 08 43.50	 75.77058	 -8.39597	   3.02	     2.70	      6.3	1.884792e+02	FALSE	    14.79	    68.79	    12.83	    152.9	    17.78
 2CXO J123655.5+260121	 12 36 55.55	+26 01 21.37	230.93084	 86.57229	   0.70	     0.51	     64.9	5.589932e+02	FALSE	    12.26	    15.19	    9.316	    40.84	    1.290
 2CXO J123625.9+255931	 12 36 25.96	+25 59 31.54	230.79264	 86.45764	   0.31	     0.30	    107.9	6.907504e+02	FALSE	    10.57	    54.80	    16.42	    129.3	    1.310
 2CXO J123541.1+263123	 12 35 41.18	+26 31 23.07	221.81052	 86.43432	   0.30	     0.30	      0.0	3.083519e+02	FALSE	    13.77	    98.30	    24.90	    219.1	    1.330
 2CXO J123614.5+260053	 12 36 14.59	+26 00 53.00	230.22230	 86.42493	   0.29	     0.29	    119.7	2.354344e+03	FALSE	    18.59	    88.48	    10.20	    188.4	    1.310
 2CXO J123628.0+260000	 12 36 28.10	+26 00 00.79	230.71196	 86.46791	   0.30	     0.30	    105.9	1.594765e+03	FALSE	    15.06	    15.69	    5.657	    37.57	    1.310
 2CXO J123551.1+263101	 12 35 51.19	+26 31 01.33	222.01883	 86.46985	   0.30	     0.30	     90.3	1.843168e+03	FALSE	    16.18	    7.818	    4.842	    20.85	    1.330
 2CXO J123627.3+255732	 12 36 27.37	+25 57 32.96	231.32288	 86.45147	   0.38	     0.31	    115.0	1.159319e+03	FALSE	    15.18	    43.96	    7.777	    96.84	    1.300
 2CXO J123602.3+261831	 12 36 02.30	+26 18 31.05	225.46728	 86.46503	   4.80	     3.60	     16.0	1.926376e+02	FALSE	     9.13	    24.91	    12.80	    65.45	    1.320
 2CXO J123619.0+260026	 12 36 19.01	+26 00 26.97	230.41909	 86.43821	   0.29	     0.29	    128.8	4.285813e+03	FALSE	    25.78	    23.85	    3.647	    51.56	    1.310
 2CXO J123607.9+255831	 12 36 07.99	+25 58 31.25	230.68568	 86.38863	   0.52	     0.34	    142.2	6.676238e+02	FALSE	    11.57	    19.53	    8.352	    48.75	    1.310
 2CXO J123620.7+255915	 12 36 20.78	+25 59 15.61	230.75536	 86.43788	   0.29	     0.29	    126.0	1.072764e+04	FALSE	    39.68	    26.48	    2.304	    55.36	    1.310
 2CXO J123617.4+255855	 12 36 17.40	+25 58 55.41	230.77245	 86.42409	   0.29	     0.29	    159.8	1.820509e+04	FALSE	    48.57	    3.718	    1.477	    8.944	    1.310
 2CXO J123603.0+261305	 12 36 03.07	+26 13 05.36	226.89258	 86.44442	   1.56	     1.25	     33.1	1.104230e+03	FALSE	    18.02	    12.31	    4.881	    29.88	    1.320
 2CXO J223551.8+340105	 22 35 51.89	+34 01 05.43	 93.27114	-20.92989	   0.30	     0.30	    177.1	1.845735e+03	FALSE	    17.06	    11.62	    4.982	    28.65	    7.820
 2CXO J223610.0+340944	 22 36 10.07	+34 09 44.80	 93.40998	-20.84090	   0.95	     0.88	     38.1	6.360449e+02	FALSE	    14.97	    9.794	    7.544	    28.10	    7.970
 2CXO J223603.5+335833	 22 36 03.59	+33 58 33.21	 93.28376	-20.98718	   0.29	     0.29	     58.6	1.508345e+04	FALSE	    50.29	     2618	    321.9	     5577	    7.720
 2CXO J223604.1+341211	 22 36 04.18	+34 12 11.13	 93.41464	-20.79568	   1.26	     0.82	      4.5	1.199216e+03	FALSE	    16.77	    26.36	    8.041	    61.91	    8.070
 2CXO J223738.5+342224	 22 37 38.55	+34 22 24.80	 93.80608	-20.82223	   0.75	     0.45	    156.6	7.973852e+02	FALSE	    13.76	    14.68	    6.871	    37.01	    7.970
 2CXO J223606.5+335626	 22 36 06.51	+33 56 26.18	 93.27287	-21.02245	   0.34	     0.31	     58.2	1.557631e+03	FALSE	    16.71	    27.87	    6.328	    62.86	    7.700
 2CXO J223607.0+335829	 22 36 07.04	+33 58 29.72	 93.29403	-20.99433	   0.32	     0.30	     38.5	5.914750e+02	FALSE	    10.91	    17.37	    8.239	    43.89	    7.700
 2CXO J223706.6+342619	 22 37 06.61	+34 26 19.96	 93.74289	-20.70895	   0.31	     0.31	    105.0	8.912893e+02	FALSE	    11.70	    74.68	    15.34	    167.0	    8.300
 2CXO J223536.4+335907	 22 35 36.45	+33 59 07.61	 93.20415	-20.92924	   0.31	     0.30	    142.8	1.886957e+03	FALSE	    18.00	    105.0	    18.36	    231.4	    7.840
 2CXO J223555.7+335738	 22 35 55.71	+33 57 38.79	 93.25045	-20.98553	   0.29	     0.29	     84.5	2.687267e+03	FALSE	    20.31	    18.02	    4.330	    40.68	    7.730
 2CXO J223553.8+335946	 22 35 53.90	+33 59 46.57	 93.26497	-20.95214	   0.30	     0.30	     97.4	6.878342e+02	FALSE	    11.30	    10.40	    8.457	    30.54	    7.780
 2CXO J223537.7+340143	 22 35 37.77	+34 01 43.63	 93.23297	-20.89498	   0.37	     0.33	    137.2	1.209024e+03	FALSE	    16.03	    50.74	    10.40	    113.2	    7.890
 2CXO J223436.3+340709	 22 34 36.37	+34 07 09.15	 93.09284	-20.70545	   6.89	     5.51	    170.7	5.469798e+01	FALSE	    10.75	    66.77	    33.56	    183.3	    8.240
 2CXO J223636.1+340419	 22 36 36.15	+34 04 19.90	 93.44055	-20.96510	   0.87	     0.60	     25.1	3.510955e+02	FALSE	    10.26	    97.07	    31.25	    231.4	    7.710
