#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F7.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	likelihood	(E9.6)	Highest detection log likelihood across all stacked observations and energy bands	(master_source.likelihood)	[""]	[]
#Column	pileup_flag	(A5)	ACIS pile-up fraction exceeds ~ 10% in all observations; source properties may be affected	(master_source.pileup_flag)	[""]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	powlaw_nh	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum	(master_source.powlaw_nh)	["10^20/cm^2"]	[]
#Column	powlaw_nh_lolim	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum (68% lower confidence limit)	(master_source.powlaw_nh_lolim)	["10^20/cm^2"]	[]
#Column	powlaw_nh_hilim	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum (68% upper confidence limit)	(master_source.powlaw_nh_hilim)	["10^20/cm^2"]	[]
#Column	nh_gal	(G9.4)	Galactic N_H column density in direction of source	(master_source.nh_gal)	["10^20/cm^2"]	[]
name	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	likelihood	pileup_flag	significance	powlaw_nh	powlaw_nh_lolim	powlaw_nh_hilim	nh_gal
 2CXO J165413.0-415434	 16 54 13.09	-41 54 34.07	343.40482	  1.12340	   0.50	     0.34	      9.9	5.621300e+02	FALSE	    11.63	    30.37	    12.27	    74.72	    126.5
 2CXO J165503.4-413747	 16 55 03.42	-41 37 47.69	343.72056	  1.17782	   4.70	     3.11	    126.0	1.052292e+02	FALSE	     7.49	    111.9	    39.08	    261.6	    122.1
 2CXO J165423.7-415236	 16 54 23.76	-41 52 36.64	343.45101	  1.11827	   0.35	     0.31	      0.3	9.166728e+02	FALSE	    13.31	    34.77	    11.64	    82.62	    126.6
 2CXO J165403.5-414729	 16 54 03.59	-41 47 29.88	343.47770	  1.22058	   0.29	     0.29	     92.6	1.609265e+04	FALSE	    49.23	    70.03	    7.039	    147.8	    120.7
 2CXO J165351.2-415729	 16 53 51.28	-41 57 29.58	343.32433	  1.14510	   0.57	     0.39	     45.2	9.841512e+02	FALSE	    17.34	    33.69	    10.35	    79.12	    125.7
 2CXO J165411.4-414936	 16 54 11.45	-41 49 36.07	343.46587	  1.17955	   0.30	     0.30	     17.7	1.029338e+03	FALSE	    13.09	    37.07	    9.293	    84.58	    123.1
 2CXO J165424.2-414718	 16 54 24.22	-41 47 18.49	343.52056	  1.17283	   0.34	     0.34	    147.5	9.415673e+02	FALSE	    12.92	    25.98	    10.01	    63.65	    123.2
 2CXO J165409.5-414607	 16 54 09.56	-41 46 07.66	343.50712	  1.22060	   0.35	     0.31	     94.3	6.294451e+02	FALSE	    11.33	    31.84	    13.58	    79.04	    120.6
 2CXO J165406.3-414543	 16 54 06.40	-41 45 43.21	343.50620	  1.23250	   0.37	     0.31	     91.4	1.234105e+03	FALSE	    15.34	    34.53	    8.305	    78.13	    119.9
 2CXO J165356.9-420019	 16 53 56.94	-42 00 19.55	343.29878	  1.10169	   1.12	     0.91	     47.8	6.828288e+02	FALSE	    14.25	    22.41	    9.489	    55.67	    128.2
 2CXO J165406.1-414642	 16 54 06.15	-41 46 42.44	343.49295	  1.22272	   0.33	     0.31	     92.7	1.208442e+03	FALSE	    13.72	    11.29	    8.065	    31.58	    120.5
 2CXO J165419.8-415009	 16 54 19.84	-41 50 09.37	343.47512	  1.15348	   0.29	     0.29	    178.4	1.053914e+04	FALSE	    40.22	    42.22	    3.710	    88.43	    124.5
 2CXO J165445.2-415244	 16 54 45.26	-41 52 44.75	343.49126	  1.06503	   0.51	     0.45	     83.4	5.549195e+02	FALSE	    13.04	    44.21	    11.95	    102.7	    129.4
 2CXO J165407.8-414633	 16 54 07.85	-41 46 33.95	343.49811	  1.22011	   0.35	     0.31	     98.3	7.697536e+02	FALSE	    11.57	    21.14	    10.03	    53.40	    120.7
 2CXO J165402.3-414342	 16 54 02.39	-41 43 42.10	343.52444	  1.26340	   0.43	     0.40	    162.1	1.572727e+03	FALSE	    19.54	    20.30	    7.106	    48.39	    118.1
 2CXO J165356.6-414839	 16 53 56.62	-41 48 39.59	343.44900	  1.22517	   0.34	     0.32	     77.9	7.181485e+02	FALSE	    12.11	    64.34	    12.90	    143.5	    120.6
 2CXO J165432.0-414818	 16 54 32.02	-41 48 18.78	343.52282	  1.14345	   0.31	     0.30	    141.8	2.609533e+03	FALSE	    20.05	    49.96	    11.47	    115.6	    124.9
 2CXO J165419.4-414642	 16 54 19.49	-41 46 42.70	343.51903	  1.19049	   0.33	     0.31	    108.5	7.004423e+02	FALSE	    11.35	    31.53	    12.62	    77.82	    122.3
 2CXO J165355.9-415546	 16 53 55.96	-41 55 46.03	343.35579	  1.15201	   0.68	     0.48	     23.0	4.711907e+02	FALSE	    12.78	    20.12	    10.33	    52.18	    125.1
 2CXO J165436.5-414749	 16 54 36.50	-41 47 49.33	343.53794	  1.13779	   0.41	     0.32	    159.7	7.328868e+02	FALSE	    14.24	    44.75	    11.65	    102.9	    125.1
 2CXO J165413.2-415032	 16 54 13.23	-41 50 32.57	343.45719	  1.16534	   0.30	     0.29	      3.0	3.021461e+03	FALSE	    20.26	    94.03	    15.04	    201.9	    123.9
 2CXO J165354.5-415215	 16 53 54.53	-41 52 15.09	343.39847	  1.19242	   0.35	     0.31	     42.0	1.681840e+03	FALSE	    17.48	    53.79	    12.84	    122.3	    122.7
 2CXO J165359.9-415935	 16 53 59.90	-41 59 35.00	343.31417	  1.10238	   1.39	     0.65	      8.0	5.069671e+02	FALSE	    15.79	    29.51	    9.222	    69.39	    128.1
 2CXO J165429.5-414900	 16 54 29.51	-41 49 00.63	343.50886	  1.14220	   0.35	     0.31	    159.5	6.036547e+02	FALSE	    11.45	    39.37	    12.75	    93.46	    125.0
 2CXO J165349.2-414343	 16 53 49.22	-41 43 43.52	343.49829	  1.29492	   0.76	     0.66	     74.2	2.999359e+02	FALSE	     9.52	    19.44	    13.31	    54.68	    116.5
 2CXO J165430.0-415604	 16 54 30.07	-41 56 04.41	343.41852	  1.06670	   0.63	     0.48	     10.2	8.619343e+02	FALSE	    16.35	    34.84	    11.26	    82.85	    129.7
 2CXO J165419.7-414844	 16 54 19.77	-41 48 44.92	343.49319	  1.16844	   0.31	     0.30	     90.6	8.354705e+02	FALSE	    11.93	    42.40	    11.71	    98.53	    123.6
 2CXO J165439.3-414450	 16 54 39.34	-41 44 50.82	343.58203	  1.16215	   0.70	     0.54	    139.0	4.399807e+02	FALSE	    11.82	    16.43	    9.434	    43.63	    123.6
 2CXO J165511.1-413920	 16 55 11.15	-41 39 20.53	343.71562	  1.14289	   6.28	     3.57	    148.1	7.093863e+01	FALSE	     6.38	    122.7	    37.67	    253.7	    124.1
 2CXO J165425.9-414955	 16 54 25.98	-41 49 55.74	343.49007	  1.14107	   0.29	     0.29	    105.7	8.773917e+03	FALSE	    35.86	    50.96	    4.819	    107.3	    125.2
 2CXO J165420.9-414839	 16 54 20.94	-41 48 39.49	343.49666	  1.16657	   0.32	     0.32	     11.5	1.220934e+03	FALSE	    11.46	    48.59	    15.49	    115.2	    123.7
 2CXO J165414.6-414556	 16 54 14.67	-41 45 56.06	343.51965	  1.21029	   0.36	     0.34	    136.7	1.418458e+03	FALSE	    15.63	    38.81	    8.692	    87.27	    121.1
 2CXO J165349.6-414421	 16 53 49.60	-41 44 21.09	343.49095	  1.28740	   0.65	     0.48	     85.9	4.338924e+02	FALSE	    11.86	    21.84	    10.36	    55.37	    116.9
 2CXO J165437.2-415306	 16 54 37.26	-41 53 06.10	343.47104	  1.08057	   0.41	     0.33	    172.2	6.414143e+02	FALSE	    12.96	    53.75	    12.69	    122.4	    128.7
 2CXO J165411.6-415057	 16 54 11.64	-41 50 57.33	343.44874	  1.16484	   0.29	     0.29	     13.6	1.169209e+04	FALSE	    39.82	    88.54	    6.938	    184.6	    124.0
 2CXO J165346.9-414906	 16 53 46.90	-41 49 06.59	343.42414	  1.24383	   0.40	     0.35	     72.0	7.186014e+02	FALSE	    13.04	    15.27	    9.148	    40.79	    119.6
 2CXO J165427.8-414632	 16 54 27.83	-41 46 32.11	343.53764	  1.17222	   0.41	     0.33	    166.7	9.068836e+02	FALSE	    14.30	    15.50	    8.714	    40.81	    123.2
 2CXO J165429.0-415049	 16 54 29.01	-41 50 49.31	343.48444	  1.12438	   0.32	     0.31	    166.6	7.653139e+02	FALSE	    12.88	    34.67	    10.71	    81.40	    126.1
 2CXO J165442.3-414927	 16 54 42.36	-41 49 27.98	343.52809	  1.10641	   0.38	     0.31	    160.6	1.579540e+03	FALSE	    18.39	    38.93	    8.670	    87.50	    126.9
 2CXO J165406.7-415107	 16 54 06.73	-41 51 07.04	343.43702	  1.17498	   0.30	     0.29	     56.9	1.731792e+03	FALSE	    16.90	    43.27	    11.69	    100.8	    123.5
 2CXO J165401.6-415710	 16 54 01.62	-41 57 10.38	343.34869	  1.12361	   0.88	     0.70	     54.4	2.923503e+02	FALSE	    11.14	    11.63	    9.950	    34.59	    126.8
 2CXO J165423.8-415016	 16 54 23.88	-41 50 16.15	343.48157	  1.14255	   0.29	     0.29	    176.8	4.980163e+03	FALSE	    28.83	    39.97	    5.551	    85.94	    125.1
 2CXO J165334.4-414423	 16 53 34.41	-41 44 23.75	343.46054	  1.32355	   0.60	     0.54	     83.7	1.309986e+03	FALSE	    17.83	    53.20	    14.82	    123.9	    115.0
 2CXO J165404.9-415645	 16 54 04.95	-41 56 45.91	343.36047	  1.11989	   0.54	     0.34	      9.1	1.847148e+03	FALSE	    21.02	    49.02	    7.142	    105.8	    126.9
 2CXO J165522.9-414721	 16 55 22.99	-41 47 21.82	343.63467	  1.03030	   3.45	     2.58	    123.6	3.289699e+02	FALSE	    11.65	    34.33	    11.26	    81.77	    130.7
 2CXO J165415.1-415021	 16 54 15.13	-41 50 21.44	343.46330	  1.16272	   0.30	     0.30	      0.0	1.592139e+03	FALSE	    14.83	    40.16	    7.824	    88.84	    124.1
 2CXO J165410.7-414850	 16 54 10.73	-41 48 50.13	343.47438	  1.18931	   0.31	     0.31	     77.3	6.703762e+02	FALSE	    10.95	    38.22	    14.70	    94.56	    122.5
 2CXO J133344.1+480055	 13 33 44.18	+48 00 55.24	104.18531	 67.54413	   1.97	     1.71	     68.6	1.160964e+03	FALSE	    16.78	    70.36	    18.51	    162.8	    1.550
 2CXO J133753.2+385351	 13 37 53.21	+38 53 51.87	 86.37115	 74.75259	   1.13	     1.13	      0.0	3.833192e+02	FALSE	    13.52	    6.309	    5.680	    18.80	   0.9000
 2CXO J163326.5-243802	 16 33 26.54	-24 38 02.32	353.97398	 15.55367	   3.84	     1.66	      8.2	5.371178e+02	FALSE	    14.96	    121.8	    27.30	    275.6	    12.82
 2CXO J171352.3+584202	 17 13 52.35	+58 42 02.44	 87.40405	 35.48997	   5.55	     2.21	      5.5	1.133066e+02	FALSE	     7.67	    24.16	    17.16	    72.64	    2.440
 2CXO J171133.6+584056	 17 11 33.60	+58 40 56.01	 87.41810	 35.79073	   0.65	     0.44	     67.3	1.331883e+03	FALSE	    14.96	    39.85	    9.938	    91.09	    2.370
 2CXO J171316.3+584005	 17 13 16.36	+58 40 05.49	 87.37348	 35.57066	   1.71	     1.26	     23.9	7.638524e+02	FALSE	    14.57	    54.84	    12.98	    124.5	    2.410
 2CXO J171117.6+584123	 17 11 17.70	+58 41 23.71	 87.43195	 35.82418	   0.81	     0.39	     85.5	7.724722e+02	FALSE	    13.54	    19.01	    8.023	    47.16	    2.360
 2CXO J171205.3+585015	 17 12 05.38	+58 50 15.87	 87.59994	 35.70634	   0.37	     0.33	    125.5	1.067826e+03	FALSE	    12.67	    24.67	    10.24	    61.01	    2.390
 2CXO J144107.3+045506	 14 41 07.33	+04 55 06.31	357.45873	 55.70834	   0.30	     0.30	    179.4	9.487305e+02	FALSE	    12.22	    30.09	    9.763	    71.26	    2.690
 2CXO J091513.2+294817	 09 15 13.22	+29 48 17.03	196.28100	 42.84184	   2.88	     1.61	    166.7	3.476295e+02	FALSE	    11.91	    11.83	    7.334	    31.93	    2.100
 2CXO J152147.5+303911	 15 21 47.59	+30 39 11.18	 48.16648	 57.05261	   0.33	     0.32	    143.8	9.633537e+02	FALSE	    13.35	    41.61	    12.86	    97.63	    1.950
 2CXO J152233.9+283801	 15 22 33.94	+28 38 01.60	 44.51141	 56.70829	   3.30	     3.30	      0.0	1.572148e+02	FALSE	     9.12	    31.87	    16.13	    84.38	    2.510
 2CXO J152406.9+294935	 15 24 06.93	+29 49 35.23	 46.72892	 56.49183	   0.31	     0.30	     55.6	4.314938e+03	FALSE	    27.93	    4.731	    3.433	    13.11	    2.010
 2CXO J115907.1+495312	 11 59 07.14	+49 53 12.31	143.21797	 65.13034	   0.30	     0.30	     74.3	1.874701e+03	FALSE	    15.33	    21.66	    10.51	    55.69	    2.090
 2CXO J083323.4-455711	 08 33 23.45	-45 57 11.22	263.97246	 -3.52471	  10.39	     5.46	    127.5	4.663929e+01	FALSE	     5.12	    30.68	    30.41	    102.3	    86.79
 2CXO J083356.4-454005	 08 33 56.44	-45 40 05.65	263.79995	 -3.27838	   0.64	     0.40	    179.7	7.415091e+02	FALSE	    14.71	    55.23	    15.79	    129.0	    90.52
 2CXO J195125.7+275635	 19 51 25.78	+27 56 35.66	 64.35251	  0.58498	   2.62	     1.80	     81.5	2.908376e+02	FALSE	    10.13	    22.97	    13.82	    64.62	    115.8
 2CXO J194748.3+274012	 19 47 48.40	+27 40 12.67	 63.71047	  1.13660	   0.60	     0.46	      3.3	1.090431e+03	FALSE	    14.05	    51.85	    14.13	    121.5	    111.8
 2CXO J194744.5+274220	 19 47 44.55	+27 42 20.76	 63.73404	  1.16681	   0.53	     0.41	     19.0	7.795557e+02	FALSE	    11.76	    92.50	    19.67	    199.7	    110.7
 2CXO J194832.4+273325	 19 48 32.47	+27 33 25.69	 63.69512	  0.93906	   2.17	     1.75	    116.4	4.992740e+02	FALSE	    11.20	    91.36	    18.80	    186.6	    115.8
 2CXO J132505.6+304507	 13 25 05.63	+30 45 07.84	 61.13153	 81.79675	   0.69	     0.44	     87.4	4.556109e+02	FALSE	    11.63	    296.2	    84.04	    689.3	    1.150
 2CXO J132514.9+304655	 13 25 14.97	+30 46 55.28	 61.22624	 81.75403	   0.78	     0.42	     82.4	5.395977e+02	FALSE	    11.95	    35.18	    18.22	    91.83	    1.150
 2CXO J132350.0+301135	 13 23 50.07	+30 11 35.44	 58.16915	 82.26321	   3.39	     2.17	    132.5	1.124479e+02	FALSE	     8.55	    21.86	    16.15	    63.77	    1.150
 2CXO J132500.6+301955	 13 25 00.67	+30 19 55.61	 58.43626	 81.97594	   0.39	     0.33	     63.7	2.156103e+03	FALSE	    19.51	    82.17	    13.11	    178.8	    1.160
 2CXO J132447.4+300900	 13 24 47.43	+30 09 00.55	 57.33319	 82.08546	   0.56	     0.42	     95.5	1.623037e+03	FALSE	    18.68	    185.8	    28.38	    402.9	    1.160
 2CXO J114324.0-004632	 11 43 24.09	-00 46 32.72	269.79445	 57.65126	   0.42	     0.33	    106.1	1.061193e+03	FALSE	    14.79	    15.23	    6.479	    37.94	    2.320
 2CXO J085536.1-464413	 08 55 36.15	-46 44 13.59	266.96673	 -1.00457	   0.30	     0.30	      0.0	3.390832e+02	FALSE	    16.07	    26.74	    8.544	    63.08	    90.92
 2CXO J085542.2-464850	 08 55 42.27	-46 48 50.27	267.03665	 -1.04096	   0.56	     0.39	     84.3	4.462788e+02	FALSE	    11.30	    87.36	    27.43	    210.4	    90.44
 2CXO J043217.3-031649	 04 32 17.38	-03 16 49.45	198.64506	-32.20998	   0.78	     0.51	    149.8	8.386949e+02	FALSE	    12.73	    68.66	    22.14	    165.1	    5.290
 2CXO J092202.2+505854	 09 22 02.23	+50 58 54.30	166.93515	 44.14923	   0.31	     0.30	    144.6	6.982556e+02	FALSE	    10.98	    47.85	    9.577	    106.7	    1.450
 2CXO J092158.6+505612	 09 21 58.67	+50 56 12.46	166.99913	 44.14850	   0.38	     0.31	    106.1	3.002702e+03	FALSE	    21.13	    6.144	    3.877	    16.38	    1.450
 2CXO J005905.5+000651	 00 59 05.52	+00 06 51.72	127.10619	-62.69533	   0.40	     0.32	      5.8	2.465154e+03	FALSE	    18.43	    7.254	    5.424	    20.54	    3.000
 2CXO J042936.0-025307	 04 29 36.01	-02 53 07.99	197.83898	-32.58877	   0.31	     0.31	      0.0	2.362867e+02	FALSE	    17.64	    16.94	    5.435	    39.86	    5.920
 2CXO J042921.6-024947	 04 29 21.62	-02 49 47.69	197.74592	-32.61191	   0.55	     0.55	      0.0	6.886277e+02	FALSE	    10.85	    100.2	    10.26	    204.7	    6.000
 2CXO J043626.4-024925	 04 36 26.43	-02 49 25.26	198.79446	-31.08473	   0.30	     0.30	     87.8	1.724907e+03	FALSE	    14.74	    49.43	    11.58	    112.9	    5.090
 2CXO J043621.0-024700	 04 36 21.06	-02 47 00.64	198.74079	-31.08382	   0.31	     0.29	     97.3	6.811070e+03	FALSE	    29.54	    8.449	    2.647	    19.67	    5.110
 2CXO J043626.1-024352	 04 36 26.16	-02 43 52.20	198.70049	-31.03911	   0.40	     0.32	    100.1	5.662100e+03	FALSE	    30.52	    3.396	    2.696	    9.613	    5.100
 2CXO J122832.2+032530	 12 28 32.29	+03 25 30.31	288.94385	 65.67300	   1.77	     1.39	    150.9	4.656163e+02	FALSE	    12.42	    7.241	    7.179	    22.61	    1.780
 2CXO J122851.3+033644	 12 28 51.36	+03 36 44.61	289.03457	 65.87297	   0.31	     0.30	     62.6	3.857096e+03	FALSE	    24.04	    4.063	    3.457	    11.74	    1.800
 2CXO J122850.7+033857	 12 28 50.80	+03 38 57.72	289.00958	 65.90859	   0.50	     0.37	     24.9	9.845526e+02	FALSE	    13.26	    7.841	    6.427	    22.80	    1.800
 2CXO J122859.0+033414	 12 28 59.03	+03 34 14.29	289.13254	 65.83899	   0.30	     0.30	      0.0	4.831656e+02	FALSE	    14.38	    21.91	    5.979	    50.50	    1.800
 2CXO J122845.8+033455	 12 28 45.86	+03 34 55.61	288.99586	 65.83850	   0.35	     0.32	      4.1	1.002864e+03	FALSE	    12.99	    14.15	    6.403	    35.32	    1.800
 2CXO J112109.5+530927	 11 21 09.58	+53 09 27.24	149.52193	 59.05926	   0.30	     0.29	    114.4	1.126049e+03	FALSE	    13.40	    29.51	    7.675	    67.60	    1.070
 2CXO J112045.6+525403	 11 20 45.67	+52 54 03.20	149.94275	 59.21047	   4.55	     2.79	     72.2	1.009678e+02	FALSE	     7.57	    24.53	    14.30	    67.36	    1.100
 2CXO J112048.2+531117	 11 20 48.30	+53 11 17.12	149.55962	 59.00112	   0.45	     0.34	     99.4	5.859269e+02	FALSE	    11.66	    21.31	    7.714	    51.14	    1.060
 2CXO J112003.8+531211	 11 20 03.88	+53 12 11.92	149.70004	 58.91577	   1.23	     0.89	     82.7	5.598281e+02	FALSE	    13.06	    677.4	    122.9	     1513	    1.030
 2CXO J112119.7+531145	 11 21 19.71	+53 11 45.94	149.43541	 59.04722	   0.45	     0.38	    139.5	4.605501e+02	FALSE	    10.82	    15.93	    8.594	    41.60	    1.070
 2CXO J112103.4+531048	 11 21 03.48	+53 10 48.70	149.51482	 59.03223	   0.33	     0.30	    149.7	9.168369e+02	FALSE	    14.47	    44.94	    9.567	    100.6	    1.070
 2CXO J112011.0+531327	 11 20 11.08	+53 13 27.72	149.64689	 58.91214	   0.62	     0.54	      3.8	1.153645e+03	FALSE	    17.42	    32.23	    8.722	    74.15	    1.030
 2CXO J112055.2+525149	 11 20 55.24	+52 51 49.64	149.95642	 59.25413	   6.20	     6.06	     34.0	6.828795e+01	FALSE	     5.58	    402.1	    183.5	     1087	    1.110
 2CXO J112110.2+531011	 11 21 10.28	+53 10 11.93	149.50334	 59.05114	   0.32	     0.30	    157.0	2.724319e+03	FALSE	    20.25	    12.79	    4.449	    30.32	    1.070
 2CXO J112102.9+531013	 11 21 02.98	+53 10 13.39	149.52931	 59.03873	   0.31	     0.30	    118.0	1.007339e+03	FALSE	    15.88	    16.84	    5.029	    39.08	    1.070
 2CXO J112100.1+530046	 11 21 00.18	+53 00 46.06	149.74384	 59.15161	   0.62	     0.46	     33.2	6.313914e+02	FALSE	    14.11	    77.98	    19.27	    179.8	    1.090
 2CXO J112109.6+531526	 11 21 09.61	+53 15 26.44	149.39315	 58.98468	   1.23	     0.63	    120.8	3.196469e+02	FALSE	    10.36	    678.8	    269.5	     1726	    1.060
 2CXO J112054.2+531040	 11 20 54.30	+53 10 40.74	149.55096	 59.01863	   0.29	     0.29	    143.3	2.400469e+04	FALSE	    54.92	    12.36	    1.594	    26.34	    1.060
 2CXO J112105.9+530722	 11 21 05.97	+53 07 22.70	149.57978	 59.07911	   0.29	     0.29	      3.1	7.053391e+03	FALSE	    32.70	    7.082	    2.524	    16.80	    1.080
 2CXO J133908.1+482123	 13 39 08.11	+48 21 23.41	102.50355	 66.83619	   1.00	     0.49	     93.6	6.170901e+02	FALSE	    11.56	    27.07	    11.34	    67.91	    1.660
 2CXO J133817.3+481632	 13 38 17.31	+48 16 32.27	102.72549	 66.97321	   0.34	     0.34	      0.0	2.497935e+02	FALSE	    11.61	    14.16	    6.893	    36.18	    1.700
 2CXO J172540.7+591528	 17 25 40.74	+59 15 28.68	 87.94028	 33.93126	   5.66	     1.99	     14.8	3.492204e+02	FALSE	    11.63	    57.50	    19.29	    137.8	    3.030
 2CXO J153352.8+311801	 15 33 52.84	+31 18 01.82	 49.60670	 54.50778	   1.84	     1.50	    118.7	5.619724e+02	FALSE	    12.63	    46.81	    14.58	    113.5	    2.190
 2CXO J124210.8+025447	 12 42 10.86	+02 54 47.16	297.31157	 65.68378	   3.42	     3.42	      0.0	1.724491e+02	FALSE	    10.04	    15.11	    11.40	    44.68	    1.850
 2CXO J124247.4+023943	 12 42 47.47	+02 39 43.25	297.72957	 65.44638	   0.30	     0.30	      5.4	1.168462e+03	FALSE	    17.13	    30.65	    6.848	    68.85	    1.820
 2CXO J124242.7+024153	 12 42 42.79	+02 41 53.72	297.67574	 65.48092	   0.32	     0.32	     61.0	5.459162e+02	FALSE	    12.42	    70.81	    22.77	    170.6	    1.820
 2CXO J124306.0+024613	 12 43 06.03	+02 46 13.12	297.89446	 65.56048	   0.38	     0.38	      0.0	4.108680e+02	FALSE	    10.90	    100.7	    29.89	    237.9	    1.830
 2CXO J124314.4+024013	 12 43 14.46	+02 40 13.60	297.99756	 65.46363	   0.80	     0.44	     92.8	3.038147e+02	FALSE	    10.37	    45.27	    17.59	    111.8	    1.820
 2CXO J124249.3+024555	 12 42 49.38	+02 45 55.08	297.72857	 65.54998	   0.31	     0.30	     89.2	7.095032e+02	FALSE	    11.66	    17.17	    11.63	    47.58	    1.830
 2CXO J124331.8+023708	 12 43 31.80	+02 37 08.96	298.18000	 65.41792	   1.78	     1.15	     93.0	2.137305e+02	FALSE	    11.27	    29.02	    19.81	    87.19	    1.810
 2CXO J124308.2+023341	 12 43 08.30	+02 33 41.04	297.95628	 65.35294	   1.36	     0.98	    110.8	2.963290e+02	FALSE	    10.41	    18.46	    16.36	    61.75	    1.800
 2CXO J124255.8+024035	 12 42 55.80	+02 40 35.66	297.80996	 65.46367	   0.31	     0.30	    114.2	4.478408e+02	FALSE	    11.18	    78.61	    20.98	    182.0	    1.820
 2CXO J124310.4+024314	 12 43 10.49	+02 43 14.41	297.94854	 65.51243	   0.49	     0.38	     88.5	5.276070e+02	FALSE	    12.28	    29.10	    11.26	    70.89	    1.830
 2CXO J124242.4+024509	 12 42 42.47	+02 45 09.39	297.66181	 65.53499	   0.33	     0.31	     15.0	6.694566e+02	FALSE	    12.18	    23.45	    11.55	    59.81	    1.830
 2CXO J124251.4+023836	 12 42 51.46	+02 38 36.32	297.77298	 65.42919	   0.39	     0.32	    152.6	7.784560e+02	FALSE	    14.20	    8.320	    8.133	    25.97	    1.810
 2CXO J124327.5+024731	 12 43 27.55	+02 47 31.25	298.10639	 65.58898	   1.19	     0.86	     73.3	1.843768e+02	FALSE	     9.87	    113.6	    36.33	    271.6	    1.840
 2CXO J124252.9+023749	 12 42 52.92	+02 37 49.98	297.79001	 65.41684	   0.34	     0.31	    131.5	2.144313e+03	FALSE	    21.48	    27.46	    5.300	    60.69	    1.810
 2CXO J124253.3+024904	 12 42 53.32	+02 49 04.21	297.75786	 65.60366	   0.68	     0.42	     44.2	3.521452e+02	FALSE	    10.72	    17.28	    12.11	    48.57	    1.840
 2CXO J190344.8+053930	 19 03 44.88	+05 39 30.83	 39.36913	 -0.14826	   2.90	     1.83	     14.9	1.227454e+02	FALSE	     7.68	    113.7	    52.48	    256.3	    205.3
 2CXO J190412.2+052928	 19 04 12.29	+05 29 28.08	 39.27248	 -0.32608	   0.32	     0.30	     78.3	1.281189e+03	FALSE	    14.81	    66.78	    8.263	    142.7	    191.6
 2CXO J190438.2+053141	 19 04 38.29	+05 31 41.93	 39.35497	 -0.40483	   1.22	     0.63	     83.4	4.361316e+02	FALSE	    12.59	    992.4	    370.2	     2519	    185.1
 2CXO J190334.9+054250	 19 03 34.96	+05 42 50.71	 39.39963	 -0.08629	   3.68	     2.41	     71.4	3.480837e+02	FALSE	     8.88	    114.8	    26.56	    253.2	    210.0
 2CXO J190435.7+054102	 19 04 35.72	+05 41 02.87	 39.48854	 -0.32388	   2.02	     1.35	     82.0	6.439949e+02	FALSE	    15.24	    35.91	    10.87	    85.13	    191.0
 2CXO J190340.5+053544	 19 03 40.57	+05 35 44.77	 39.30513	 -0.16118	   0.72	     0.55	    179.0	1.283683e+03	FALSE	    18.09	    58.49	    12.86	    131.5	    204.6
 2CXO J190418.5+051758	 19 04 18.55	+05 17 58.74	 39.11421	 -0.43695	   2.14	     1.92	     94.7	2.383691e+02	FALSE	     9.06	    18.75	    13.83	    57.15	    183.1
 2CXO J190406.9+052643	 19 04 06.92	+05 26 43.13	 39.22154	 -0.32730	   0.35	     0.30	     93.8	6.627765e+02	FALSE	    12.47	    337.7	    60.32	    743.8	    191.7
 2CXO J025729.5+130249	 02 57 29.52	+13 02 49.29	164.23208	-39.50939	   0.60	     0.37	    178.1	4.547776e+02	FALSE	    11.52	    19.70	    9.268	    50.23	    11.89
 2CXO J025634.9+130315	 02 56 34.92	+13 03 15.35	163.99675	-39.63693	  10.40	    10.40	      0.0	8.387146e+01	FALSE	     8.17	    13.74	    13.49	    44.79	    11.83
 2CXO J025819.4+125914	 02 58 19.42	+12 59 14.57	164.48783	-39.43448	   0.62	     0.42	     87.3	8.179056e+02	FALSE	    13.73	    12.27	    8.522	    34.24	    11.96
